x,y,height
9924.651127369665,0.0,204.62205456400937
9976.612651596732,0.0,183.43900646127577
10028.574175823798,0.0,165.1485654136245
10080.535700050865,0.0,148.34813861785113
10132.497224277931,0.0,131.61573020603254
10184.458748504998,0.0,116.24541113779873
10236.420272732064,0.0,103.90183258078824
10288.38179695913,0.0,96.30739361607603
10340.343321186196,0.0,310.1633244656986
25.980762113533157,45.0,2410.8383586715245
77.94228634059947,45.0,2709.8679666116823
129.90381056766577,45.0,-2003.0266213360014
181.8653347947321,45.0,-6230.315481742595
233.8268590217984,45.0,-3124.7580864889164
285.7883832488647,45.0,-1822.488027978561
337.749907475931,45.0,-1284.3372227737946
389.71143170299734,45.0,-948.2456954755758
441.67295593006367,45.0,-586.4110415110968
493.63448015713,45.0,198.24012718786207
545.5960043841962,45.0,179.94354597969536
597.5575286112626,45.0,211.8849984904433
649.5190528383289,45.0,300.11835507300947
701.4805770653952,45.0,314.01395072019994
753.4421012924615,45.0,441.56602254940253
805.4036255195278,45.0,531.7020155444188
857.3651497465942,45.0,654.5958588201556
909.3266739736605,45.0,772.6710715521476
961.2881982007268,45.0,877.6587567897632
1013.2497224277931,45.0,967.3056220624567
1065.2112466548592,45.0,1041.9938788490906
1117.1727708819255,45.0,1101.4302261870803
1169.1342951089919,45.0,1146.7788530607168
1221.0958193360582,45.0,1177.7588147011857
1273.0573435631245,45.0,1196.4851924220002
1325.0188677901908,45.0,1203.1027868963338
1376.9803920172571,45.0,1200.746971961189
1428.9419162443235,45.0,1189.6950796072986
1480.9034404713898,45.0,1172.570762741109
1532.864964698456,45.0,1148.561252645296
1584.8264889255224,45.0,1119.7690734523826
1636.7880131525887,45.0,1086.8503641974266
1688.749537379655,45.0,1049.8929035580918
1740.7110616067214,45.0,1009.475443269359
1792.6725858337877,45.0,964.5717507772262
1844.634110060854,45.0,916.0394927499524
1896.5956342879203,45.0,861.8621442413178
1948.5571585149867,45.0,804.7004490112402
2000.518682742053,45.0,746.4455346735707
2052.4802069691195,45.0,686.3243603472919
2104.4417311961856,45.0,625.4754135323524
2156.403255423252,45.0,564.4523882434901
2208.3647796503183,45.0,504.93387566236896
2260.326303877385,45.0,448.14462276242966
2312.287828104451,45.0,397.9308287527747
2364.2493523315175,45.0,359.7041253191479
2416.2108765585835,45.0,286.2131313707215
2468.17240078565,45.0,318.6634136219654
2520.133925012716,45.0,256.4449686592386
2572.0954492397827,45.0,248.49825071210626
2624.056973466849,45.0,-5906.022114382351
2676.0184976939154,45.0,-6123.768329056849
2727.9800219209815,45.0,-6663.433948248825
2779.941546148048,45.0,-2397.600535601913
2831.903070375114,45.0,-2459.662575979231
2883.8645946021807,45.0,3031.4838485955333
2935.8261188292468,45.0,2915.8664797347883
2987.7876430563133,45.0,2806.232845624113
3039.7491672833794,45.0,2762.186789731769
3091.710691510446,45.0,2642.9493493975733
3143.672215737512,45.0,2418.033807953336
3195.6337399645786,45.0,2070.664920545639
3247.5952641916447,45.0,1533.69463747249
3299.556788418711,45.0,1094.735742273464
3351.5183126457773,45.0,325.75547390979955
3403.4798368728434,45.0,258.12994494112417
3455.44136109991,45.0,148.77914281321182
3507.402885326976,45.0,-6329.522330508711
3559.3644095540426,45.0,-4232.073560244609
3611.3259337811087,45.0,-4217.773575955829
3663.2874580081752,45.0,-4050.8197131977913
3715.2489822352413,45.0,-3532.2023402869945
3767.210506462308,45.0,-3254.311113505264
3819.172030689374,45.0,-3146.9003252819193
3871.1335549164405,45.0,-3113.383626838053
3923.0950791435066,45.0,-3118.1362883727393
3975.056603370573,45.0,-3150.8641923404866
4027.0181275976392,45.0,-3225.7757201277363
4078.979651824706,45.0,-3400.7565631819725
4130.941176051772,45.0,-3692.7434352416835
4182.902700278838,45.0,-3655.9445483148047
4234.8642245059045,45.0,-2209.076373005997
4286.825748732971,45.0,-2095.817816745686
4338.787272960038,45.0,-2116.1955602151556
4390.748797187103,45.0,-6683.386299213627
4442.71032141417,45.0,-6898.479600925392
4494.671845641236,45.0,-6386.693361162536
4546.633369868303,45.0,-6092.737798394188
4598.5948940953685,45.0,-5929.664530642196
4650.556418322435,45.0,-5808.665573172244
4702.517942549502,45.0,-5696.971872404978
4754.479466776568,45.0,-5581.722292381144
4806.440991003634,45.0,-5459.068359946801
4858.4025152307,45.0,-5326.947182946264
4910.364039457767,45.0,-5183.280873699063
4962.3255636848335,45.0,-5030.7996321971805
5014.287087911899,45.0,-4867.537158783976
5066.248612138966,45.0,-4689.099114253464
5118.210136366032,45.0,-4495.598738925184
5170.171660593098,45.0,-4284.328510270223
5222.133184820164,45.0,-4103.889167535688
5274.094709047231,45.0,-4007.9173727898797
5326.0562332742975,45.0,-3550.01828687981
5378.017757501363,45.0,-4028.3648151759417
5429.97928172843,45.0,-3919.2405117907556
5481.940805955496,45.0,-2332.3336234016315
5533.902330182563,45.0,-2227.9653317771317
5585.863854409628,45.0,-2238.002517598985
5637.825378636695,45.0,-2253.7792497259534
5689.7869028637615,45.0,-3795.894546150747
5741.748427090828,45.0,-4060.338926789086
5793.709951317894,45.0,-4020.148361157878
5845.67147554496,45.0,-3996.6638871980776
